Time  [ms],Memory Usage [KB]
0,2481696
101,2482856
200,2479424
301,2479456
401,2480280
501,2478956
602,2481756
702,2502040
803,2502412
903,2484188
1004,2484396
1104,2493320
1205,2490652
1305,2496104
1406,2498996
1506,2504612
1606,2507708
1706,2505956
1807,2506704
1910,2508136
2009,2511328
2109,2510936
2210,2513336
2311,2513036
2413,2514536
2512,2514056
2612,2519004
2712,2523324
2813,2524328
2913,2525652
3014,2527716
3115,2529720
3216,2530216
3315,2555504
3416,2551876
3516,2566484
3616,2577204
3717,2583784
3817,2588448
3923,2591624
