Time  [ms],Memory Usage [KB]
0,2429912
100,2430476
201,2432080
301,2432864
406,2433572
503,2414756
603,2415940
704,2436152
805,2435808
905,2439920
1008,2444572
1106,2443216
1206,2447816
1306,2451744
1407,2452768
1507,2456648
1608,2464160
1709,2466540
1809,2464344
1911,2462920
2010,2461364
2111,2461092
2211,2462160
2311,2462868
2412,2463564
2513,2463564
2612,2463716
2714,2463572
2813,2464340
2916,2464652
3015,2465160
3115,2465724
3215,2467804
3316,2469756
3416,2475176
3517,2479260
3617,2480252
3718,2481748
3818,2485156
3918,2484436
4018,2484572
4122,2504104
4219,2508496
4321,2527348
4420,2537156
4521,2542928
4621,2541500
4722,2545716
