Time  [ms],Memory Usage [KB]
0,2584876
101,2586320
201,2588324
301,2589576
402,2590456
502,2590720
602,2590508
703,2609880
803,2611168
904,2612160
1004,2613316
1106,2620420
1205,2619088
1305,2624360
1406,2630088
1507,2637472
1608,2632744
1708,2632996
1808,2634868
1909,2636716
2010,2637456
2110,2634604
2210,2632048
2311,2632120
2411,2633144
2512,2635884
2612,2638468
2712,2644572
2813,2645560
2917,2645296
3015,2647292
3114,2649504
3216,2650744
3315,2669800
3415,2670776
3516,2676008
3616,2695540
3717,2704236
3817,2710972
3918,2710556
