Time  [ms],Memory Usage [KB]
0,2465848
100,2466872
201,2468704
301,2470196
401,2470904
502,2453344
602,2453580
704,2455724
804,2473848
904,2476476
1005,2478628
1107,2480128
1206,2490132
1306,2492608
1406,2497108
1507,2502000
1608,2510976
1709,2513188
1809,2508424
1909,2507912
2010,2509496
2110,2510228
2211,2511796
2311,2513212
2412,2512808
2512,2513536
2613,2513028
2713,2510972
2813,2507836
2914,2508020
3014,2509900
3114,2521672
3217,2523956
3315,2527068
3416,2530380
3516,2535928
3617,2542936
3718,2545912
3818,2549168
3919,2550184
4019,2552592
4120,2553340
4220,2554136
4320,2573180
4421,2575000
4522,2576944
4623,2585840
4723,2598820
4827,2603864
4926,2607156
5027,2610452
5127,2615032
5227,2614620
5327,2617120
5428,2623672
5528,2609452
5629,2604076
5729,2605852
5829,2606888
