Time  [ms],Memory Usage [KB]
0,2541636
101,2538008
201,2540900
301,2540336
401,2540944
502,2533684
602,2552908
753,2553996
853,2555500
954,2555052
1054,2557508
1156,2567488
1255,2570532
1356,2576012
1406,2578028
1509,2569548
1609,2565020
1710,2565560
1811,2565696
1910,2566356
2011,2562740
2111,2562572
2211,2562044
2312,2562364
2412,2564300
2513,2565656
2613,2570292
2713,2575004
2814,2577504
2915,2578744
3015,2579840
3116,2581724
3217,2581748
3316,2601352
3417,2602552
3517,2608192
3618,2626220
3719,2635840
3818,2642204
3919,2640116
4019,2643288
