Time  [ms],Memory Usage [KB]
0,2596876
100,2577280
200,2578960
301,2579944
402,2580520
501,2580124
602,2583236
702,2601992
808,2603656
903,2603400
1003,2604936
1104,2615592
1204,2620796
1305,2620328
1405,2618252
1506,2623088
1606,2628784
1707,2627296
1807,2624620
1908,2622440
2008,2622636
2108,2623868
2209,2624936
2311,2624936
2410,2625420
2511,2625420
2612,2626052
2712,2627568
2812,2629520
2912,2631368
3013,2633580
3113,2635896
3214,2651364
3314,2673760
3415,2677420
3515,2679600
3615,2696580
3716,2704236
