Time  [ms],Memory Usage [KB]
0,2447720
101,2446992
201,2447812
301,2449504
401,2449360
502,2449664
602,2450748
704,2468464
803,2469556
903,2472092
1004,2472836
1104,2474536
1205,2485520
1305,2488764
1405,2493584
1506,2498656
1606,2498356
1706,2502676
1807,2504784
1907,2506256
2007,2503452
2108,2504440
2208,2503024
2309,2504280
2409,2504304
2509,2504732
2610,2505984
2710,2517636
2810,2525308
2911,2542852
3011,2544252
3112,2543724
3212,2545740
3312,2546948
3413,2548056
3513,2549000
3613,2549420
3714,2552320
3814,2552536
3915,2553456
4015,2558624
4116,2564496
4216,2563616
4317,2568500
4417,2575756
4517,2581196
4618,2583012
4718,2585100
4819,2587884
