Time  [ms],Memory Usage [KB]
0,2458852
100,2458564
201,2457056
301,2459052
401,2461780
502,2459508
602,2471036
703,2474360
803,2475936
903,2476860
1004,2477832
1104,2486036
1207,2488956
1307,2493820
1407,2497524
1508,2502532
1608,2505328
1710,2512652
1809,2515352
1909,2514068
2010,2517476
2110,2515340
2211,2515264
2311,2516904
2411,2517200
2512,2517996
2612,2512812
2714,2512812
2814,2513444
2914,2514972
3014,2517808
3114,2522104
3215,2525728
3315,2528584
3415,2533896
3516,2558944
3621,2564808
3717,2566708
3818,2582084
3918,2584484
