Time  [ms],Memory Usage [KB]
0,2539480
101,2535088
201,2535952
301,2537200
402,2538520
502,2538856
602,2539608
702,2558640
803,2560016
903,2560380
1004,2561824
1104,2549688
1204,2553996
1306,2554540
1405,2559620
1505,2558172
1606,2560480
1706,2564096
1807,2563416
1907,2564392
2007,2564920
2108,2565216
2208,2567252
2308,2564012
2409,2561904
2509,2561904
2610,2562864
2710,2562544
2812,2563964
2911,2566216
3011,2569300
3111,2571856
3211,2572900
3312,2602568
3412,2609868
3513,2610668
3613,2628896
3714,2635704
