Time  [ms],Memory Usage [KB]
0,2568488
99,2575004
200,2578020
300,2590036
401,2592960
501,2610184
601,2610512
701,2613240
802,2635292
902,2638444
1002,2645152
1103,2647076
1204,2637164
1305,2637356
1405,2637600
1507,2637404
1607,2637972
1708,2638388
1807,2637996
1907,2637952
2008,2638128
2108,2639176
2209,2641348
2309,2644220
2410,2643316
2510,2651308
2611,2654696
2711,2658908
2812,2664856
2913,2669780
3012,2673640
3113,2671564
3213,2672804
3314,2673832
3415,2676552
3515,2675480
3615,2680860
3715,2681520
