Time  [ms],Memory Usage [KB]
0,2330708
50,2335052
151,2340428
252,2355792
352,2367776
453,2369688
553,2366592
654,2386200
754,2388336
855,2390464
957,2389092
1058,2384952
1158,2389964
1259,2392852
1359,2393252
1460,2393380
1560,2379220
1661,2379980
1761,2380404
1861,2379064
1961,2378404
2062,2379856
2163,2382520
2264,2384608
2363,2386100
2464,2392276
2564,2393812
2665,2405704
2766,2412716
2867,2412944
2967,2415164
3067,2415312
3168,2412468
3268,2413692
3369,2416516
3469,2418544
3571,2422248
