Time  [ms],Memory Usage [KB]
0,2463716
101,2468548
200,2476076
302,2480900
402,2496772
502,2503532
603,2501276
703,2505312
804,2526700
904,2532000
1004,2528564
1104,2516940
1205,2524412
1305,2526876
1406,2523512
1506,2526736
1606,2528872
1707,2528676
1810,2528352
1910,2529492
2008,2530900
2109,2531528
2210,2531824
2310,2532088
2410,2532088
2511,2538624
2613,2540884
2714,2546088
2814,2549768
2915,2552132
3015,2559244
3116,2563424
3216,2564260
3317,2572668
3417,2573356
3518,2573564
3618,2574780
3719,2573092
3820,2574308
3921,2569916
