Time  [ms],Memory Usage [KB]
0,2390264
102,2395552
202,2405020
303,2407508
410,2434120
509,2438408
609,2439416
710,2439240
811,2456596
911,2458640
1011,2456824
1112,2462324
1212,2447184
1312,2452264
1413,2453860
1513,2451980
1614,2452700
1715,2452700
1815,2452948
1915,2453500
2016,2452936
2116,2453824
2216,2456236
2316,2457284
2417,2460216
2517,2466812
2618,2475416
2718,2482776
2819,2489684
2918,2492656
3019,2493284
3120,2494892
3221,2495232
3321,2490052
3421,2491380
3521,2496932
3622,2501536
3722,2500412
