Time  [ms],Memory Usage [KB]
0,2443788
100,2447404
201,2456420
301,2461432
402,2479280
507,2492088
604,2484760
704,2486472
806,2487844
904,2506256
1005,2512256
1106,2515368
1206,2504088
1306,2504808
1407,2504964
1508,2503712
1558,2503712
1658,2502844
1759,2502256
1858,2501480
1958,2501532
2059,2501456
2159,2501704
2259,2502172
2360,2504740
2460,2507320
2560,2518428
2661,2524476
2761,2528328
2863,2535928
2963,2536828
3063,2537876
3163,2538120
3264,2540208
3364,2541460
3466,2542492
3565,2545440
3666,2546744
3765,2551124
