datetime,cpu
Fri Oct 16 20:13:30 GMT 2020,14
Fri Oct 16 20:13:31 GMT 2020,14
Fri Oct 16 20:13:33 GMT 2020,14
Fri Oct 16 20:13:33 GMT 2020,14
Fri Oct 16 20:13:33 GMT 2020,14
