Time  [ms],Memory Usage [KB]
0,2454308
51,2458312
150,2480148
251,2481432
352,2484340
453,2488348
553,2489064
653,2491848
754,2510456
854,2518268
954,2518856
1055,2521604
1155,2521904
1255,2522268
1356,2522848
1456,2522848
1558,2520456
1657,2520528
1758,2521172
1858,2520628
1959,2519676
2060,2520636
2160,2521744
2261,2523544
2364,2526328
2462,2528456
2563,2528780
2663,2543084
2763,2549144
2864,2549620
2964,2551720
3067,2551132
3167,2551240
3266,2550656
3366,2552888
3466,2555500
3567,2556112
