Time  [ms],Memory Usage [KB]
0,2329832
50,2329028
151,2334684
251,2340548
353,2344096
456,2358520
553,2373844
654,2379144
756,2395704
856,2397172
957,2397172
1058,2402628
1158,2405060
1258,2406984
1359,2406432
1460,2406908
1560,2408608
1660,2408216
1760,2404784
1861,2405508
1961,2405316
2062,2405436
2164,2404956
2263,2404780
2364,2403800
2463,2405096
2564,2404788
2665,2406756
2765,2411108
2866,2411108
2966,2411536
3069,2411676
3169,2411680
3268,2412400
3369,2411812
3469,2411520
3569,2411520
3670,2412808
3771,2412416
3871,2412648
3971,2412984
4072,2415084
4172,2417316
4272,2417212
4373,2419096
4473,2424212
4574,2432964
4674,2421508
4774,2421184
4876,2421552
4975,2414816
5076,2414784
5177,2419672
5278,2423224
5378,2423476
5479,2423924
5579,2424092
