Time  [ms],Memory Usage [KB]
0,2426708
101,2428400
203,2434836
304,2444632
404,2449464
504,2466268
605,2467344
707,2469892
807,2489500
907,2487004
1008,2491988
1109,2493932
1209,2494192
1309,2497012
1409,2497128
1511,2495552
1611,2496268
1711,2493108
1811,2492604
1913,2491480
2012,2490696
2113,2489572
2213,2490020
2313,2490492
2413,2491380
2514,2491660
2614,2499124
2715,2497060
2818,2496668
2918,2496944
3019,2495956
3121,2495944
3219,2496912
3324,2495932
3421,2498772
3522,2499352
3623,2502412
3723,2502452
3823,2504204
3924,2506840
4024,2513048
4124,2516928
4226,2517932
4326,2518692
4429,2518600
4528,2518044
4628,2516712
4728,2521880
4828,2512408
4929,2512456
5029,2505124
