Time  [ms],Memory Usage [KB]
0,2369704
111,2373884
205,2379728
308,2383972
406,2393480
506,2415756
606,2415016
707,2434276
808,2438372
908,2441204
1008,2446672
1109,2450040
1209,2456512
1309,2440796
1410,2442868
1510,2441800
1610,2443740
1711,2443740
1812,2444752
1912,2443968
2012,2443576
2113,2441812
2217,2441608
2316,2441976
2417,2442164
2517,2451304
2618,2451304
2718,2451556
2818,2451732
2921,2451968
3020,2452768
3120,2451984
3221,2449044
3322,2448604
3422,2448764
3522,2449356
3626,2449356
3725,2449684
3826,2449188
3926,2448208
4026,2448368
4128,2448368
4227,2448968
4328,2448596
4428,2448920
4529,2449692
4629,2449812
4729,2449908
4829,2449908
4933,2443900
5030,2442788
5132,2441612
5232,2441632
5334,2441508
5433,2442792
5538,2441668
5635,2441668
5734,2441696
5836,2441696
5937,2441500
6036,2441588
6136,2442848
6236,2450556
6337,2447932
6437,2442132
6538,2442348
6638,2442136
6740,2442136
6839,2442456
6939,2442688
7040,2427680
7141,2427492
7242,2427100
7342,2426944
7445,2426912
7543,2427816
7643,2427556
7744,2427640
7844,2426472
7945,2426472
8045,2426608
8148,2425628
8248,2425944
8350,2426360
8450,2426360
8549,2426464
8651,2425868
8751,2425868
8851,2426028
8955,2426028
9053,2426268
9153,2426440
9256,2426640
9356,2427772
9456,2427012
9557,2427152
9657,2426904
9757,2427168
9858,2426720
9960,2426720
10059,2427368
10159,2426692
10260,2426692
10360,2427128
10464,2427128
10561,2427192
10662,2426860
10762,2426692
10862,2427440
10964,2427244
11063,2427860
11166,2427788
11265,2426624
11366,2426884
11468,2426492
11567,2427012
11667,2426268
11768,2426620
11868,2426044
11970,2426044
12070,2426648
12171,2426352
12271,2426148
12371,2426336
12473,2425980
12572,2426996
12674,2426604
12773,2426604
12875,2426548
12976,2426644
13075,2424200
13176,2424004
13277,2423760
13376,2424024
13477,2424296
13577,2424304
13679,2424304
13778,2424996
13880,2424016
13979,2424016
14080,2424004
14189,2424208
14283,2424464
14383,2423976
14484,2423976
14583,2423928
14686,2423928
14786,2423732
14886,2424184
14988,2423988
15087,2424188
15188,2423864
15289,2424396
15389,2424456
15490,2424720
15590,2425136
15692,2425052
15792,2424856
15891,2425036
15994,2425036
16093,2425308
16194,2425276
16294,2425584
16395,2425956
16446,2425956
16546,2425956
16646,2425864
16748,2425668
16847,2426192
16948,2425716
17048,2425716
17148,2425944
17250,2425748
17349,2426032
17450,2425052
17550,2425052
17650,2424988
17751,2424792
17852,2425340
17953,2425340
18054,2425920
18153,2424780
18256,2424780
18355,2425188
18456,2424904
18556,2424904
18657,2425036
18759,2424840
18857,2425320
18960,2425124
19059,2425412
19160,2425292
19262,2425500
19360,2425004
19460,2425004
19561,2426544
19663,2426152
19763,2426152
19864,2425704
19966,2425704
20065,2426732
20166,2425996
20267,2426072
20367,2426920
20473,2426920
20570,2426408
20669,2425836
20769,2425932
20869,2426268
20971,2427940
21071,2431576
21171,2431916
21272,2432496
21372,2436828
21473,2442564
21572,2447608
21673,2448008
21773,2449008
21880,2449416
21977,2449780
22078,2450264
22178,2455660
22279,2458216
22379,2458752
22479,2458996
