Time  [ms],Memory Usage [KB]
0,2451744
101,2452664
202,2453548
302,2454760
402,2456100
503,2456060
603,2458048
705,2477784
804,2479852
905,2479568
1005,2478696
1106,2482632
1206,2481352
1307,2492364
1407,2491076
1508,2496092
1608,2495768
1709,2502420
1809,2499748
1909,2500748
2010,2502388
2110,2502996
2211,2503384
2311,2503188
2411,2503320
2512,2504068
2615,2504560
2713,2504560
2813,2505464
2915,2505072
3014,2505072
3115,2505704
3219,2493600
3319,2512492
3419,2502364
3520,2513064
3621,2507936
3721,2501188
3821,2507420
3923,2516576
4022,2501180
4122,2521680
4224,2539096
4324,2550416
4425,2551068
4525,2552468
