Time  [ms],Memory Usage [KB]
0,2475660
101,2458364
201,2458804
302,2460020
403,2461444
503,2460708
604,2460220
704,2480608
805,2481556
906,2482396
1006,2482676
1106,2492488
1207,2500668
1307,2497452
1408,2497848
1509,2500336
1609,2508344
1710,2508252
1810,2508524
1911,2510340
2011,2512120
2111,2506588
2211,2505704
2313,2505928
2413,2507184
2513,2506820
2613,2507348
2714,2506028
2814,2506292
2915,2506048
3015,2507128
3116,2508916
3216,2515332
3316,2517788
3416,2516080
3517,2514392
3617,2521072
3719,2525592
3818,2516132
3919,2517244
4019,2537368
4120,2547088
4220,2538388
