Time  [ms],Memory Usage [KB]
0,2604804
151,2587956
251,2589260
354,2590000
404,2590312
504,2590620
606,2594816
705,2611636
810,2615052
910,2614092
1012,2621400
1111,2630752
1212,2634884
1315,2629488
1414,2628384
1514,2629508
1615,2632896
1716,2634632
1816,2635676
1916,2636444
2016,2631372
2118,2630664
2217,2630372
2319,2630612
2419,2632612
2520,2631768
2620,2632376
2720,2632608
2822,2632836
2921,2633568
3023,2634056
3123,2636572
3223,2650760
3324,2648224
3425,2646232
3525,2643592
3625,2640664
3727,2649696
3827,2651860
3927,2662100
4028,2684616
4128,2684524
4229,2692116
4331,2698924
4429,2700768
4531,2704360
4631,2704868
