Time  [ms],Memory Usage [KB]
0,2580832
151,2562036
251,2563164
352,2563672
453,2563616
553,2567092
603,2584684
704,2581788
805,2583624
905,2582748
1005,2585132
1106,2583420
1206,2584984
1307,2590844
1407,2595416
1507,2597304
1608,2599940
1709,2600160
1809,2607924
1911,2606736
2013,2607380
2112,2609408
2215,2610136
2315,2611308
2415,2611076
2515,2611328
2615,2611896
2721,2611504
2818,2612028
2918,2611672
3018,2612288
3119,2611736
3223,2612564
3320,2612468
3420,2614844
3520,2634200
3622,2629216
3721,2627400
3822,2626640
3922,2625416
4022,2636868
4124,2622260
4224,2624432
4324,2641228
4425,2654024
4525,2656136
