Time  [ms],Memory Usage [KB]
0,2589208
101,2588244
200,2589836
301,2585780
401,2586544
502,2586244
606,2609216
706,2610752
806,2609556
907,2612220
1007,2590436
1107,2593356
1208,2594076
1308,2603532
1408,2603664
1509,2604752
1609,2606480
1710,2604900
1811,2604936
1911,2607736
2011,2611444
2112,2611920
2212,2613420
2313,2612760
2413,2615036
2515,2615224
2615,2615492
2715,2615952
2815,2616192
2916,2616832
3017,2616832
3117,2617304
3218,2617188
3318,2617224
3418,2617476
3518,2619328
3619,2632460
3719,2637208
3819,2634848
3921,2633756
4020,2629592
4121,2641036
4223,2634524
4321,2628452
4423,2645192
4524,2661004
4623,2661940
4723,2679904
4824,2681648
