datetime,cpu
Sun Oct 18 04:48:51 GMT 2020,30
Sun Oct 18 04:48:51 GMT 2020,30
Sun Oct 18 04:48:51 GMT 2020,30
Sun Oct 18 04:48:52 GMT 2020,30
Sun Oct 18 04:48:52 GMT 2020,30
Sun Oct 18 04:48:52 GMT 2020,30
Sun Oct 18 04:48:52 GMT 2020,30
Sun Oct 18 04:48:52 GMT 2020,30
Sun Oct 18 04:48:53 GMT 2020,30
Sun Oct 18 04:48:53 GMT 2020,30
Sun Oct 18 04:48:53 GMT 2020,30
Sun Oct 18 04:48:53 GMT 2020,30
Sun Oct 18 04:48:54 GMT 2020,30
Sun Oct 18 04:48:54 GMT 2020,30
Sun Oct 18 04:48:54 GMT 2020,30
Sun Oct 18 04:48:54 GMT 2020,30
Sun Oct 18 04:48:55 GMT 2020,30
Sun Oct 18 04:48:55 GMT 2020,30
Sun Oct 18 04:48:55 GMT 2020,30
Sun Oct 18 04:48:55 GMT 2020,30
Sun Oct 18 04:48:55 GMT 2020,30
Sun Oct 18 04:48:56 GMT 2020,30
Sun Oct 18 04:48:56 GMT 2020,30
