Time  [ms],Memory Usage [KB]
0,2616136
101,2615628
202,2616464
303,2617816
403,2619860
504,2623196
607,2623000
708,2622364
809,2640440
909,2643184
1011,2642916
1110,2644080
1211,2650236
1312,2651308
1412,2654392
1513,2656488
1613,2661536
1714,2664500
1814,2684584
1914,2704080
2015,2705764
2116,2706152
