Time  [ms],Memory Usage [KB]
0,2623868
98,2623524
198,2625252
248,2625368
349,2626496
449,2626788
550,2628480
650,2645528
751,2648556
851,2650244
952,2653232
1053,2656880
1153,2665612
1253,2662868
1353,2666408
1454,2667468
1554,2666900
1654,2665240
1756,2664652
1856,2669704
1956,2668368
2057,2668540
2158,2670828
2259,2673868
2358,2678564
2459,2681088
2563,2711372
2660,2723044
2761,2724672
2864,2728984
2972,2747292
3065,2751292
3166,2751620
3266,2749796
3366,2752744
3467,2755672
3567,2756160
3667,2760040
3768,2759024
3868,2762352
3968,2760568
4069,2760924
4169,2765328
4270,2768424
