Time  [ms],Memory Usage [KB]
0,2517548
101,2513456
201,2514320
301,2515732
402,2516088
503,2518300
603,2520984
704,2537364
805,2535236
905,2521784
1007,2512268
1106,2515328
1207,2513576
1309,2520480
1408,2521412
1508,2522756
1609,2526084
1710,2533560
1810,2533536
1911,2535076
2011,2536176
2112,2539792
2213,2541648
2314,2570984
2413,2582244
2514,2583776
2618,2600652
2716,2611600
2817,2613464
2917,2615668
3017,2619700
3117,2625380
3217,2627120
3318,2628688
3419,2629840
3519,2629760
3620,2632420
3720,2637748
3821,2639268
3921,2640976
4022,2644080
