Time  [ms],Memory Usage [KB]
0,2488276
104,2488924
202,2490788
303,2491588
403,2492684
503,2491792
604,2493592
704,2513364
805,2515380
905,2516492
1006,2518060
1106,2524228
1206,2526848
1306,2532956
1407,2536696
1507,2539864
1608,2545112
1710,2537568
1808,2536920
1910,2541824
2009,2546356
2110,2542744
2210,2545408
2311,2575716
2411,2583824
2512,2584228
2613,2587880
2713,2591388
2814,2592968
2914,2596756
3014,2597220
3115,2611764
3216,2626340
3316,2625292
3416,2628580
3517,2629552
3617,2633180
