Time  [ms],Memory Usage [KB]
0,2499748
102,2500396
202,2501592
302,2502716
402,2504208
503,2502952
604,2502492
703,2505056
804,2507128
905,2501820
1005,2501068
1106,2502416
1206,2502828
1306,2504872
1407,2510060
1507,2511520
1608,2513144
1708,2519228
1809,2522068
1909,2521672
2011,2524536
2110,2529328
2210,2531268
2311,2535932
2412,2539692
2511,2566888
2612,2572816
2713,2579676
2813,2582268
2914,2587456
3014,2588684
3114,2592824
3214,2607716
3315,2630052
3415,2632784
3515,2634392
3616,2636464
3716,2640144
