Time  [ms],Memory Usage [KB]
0,2582796
101,2584016
201,2585536
301,2586852
402,2586296
502,2588200
602,2589532
705,2589176
804,2591456
904,2594980
1005,2602484
1105,2598892
1205,2606024
1306,2604052
1406,2609280
1507,2610424
1607,2614076
1707,2613804
1809,2616372
1908,2614404
2009,2615308
2109,2615308
2209,2617460
2309,2619056
2410,2639040
2510,2643132
2611,2657608
2711,2659512
2811,2661708
2912,2662680
3013,2664008
3113,2670920
3215,2675748
3315,2683500
3414,2684620
3515,2691452
3615,2691204
