Time  [ms],Memory Usage [KB]
0,2446032
100,2446236
200,2448448
301,2449408
403,2450084
502,2442316
602,2443968
703,2463352
804,2465260
903,2466236
1004,2469728
1104,2474880
1204,2473640
1305,2480552
1405,2480636
1505,2481340
1606,2480488
1706,2487124
1806,2483156
1907,2484464
2007,2484800
2107,2486392
2208,2485668
2308,2486348
2409,2487632
2509,2489212
2610,2510384
2710,2515416
2811,2528852
2911,2529220
3011,2532060
3112,2535472
3212,2540680
3312,2542028
3413,2547812
3513,2545976
3613,2553964
3714,2547948
3816,2549616
3914,2552948
4015,2559056
4115,2561504
4216,2565848
4316,2569700
4418,2575640
4517,2578176
