Time  [ms],Memory Usage [KB]
0,2453960
50,2453392
151,2455300
251,2455472
351,2457288
453,2454708
553,2448044
654,2464184
754,2465628
855,2466928
955,2467836
1056,2471324
1156,2466516
1256,2475268
1356,2478772
1457,2481244
1557,2485620
1659,2494672
1760,2493316
1859,2491380
1959,2489908
2060,2491556
2161,2494880
2261,2498680
2362,2502700
2462,2507400
2563,2537944
2663,2571620
2763,2579304
2863,2580876
2964,2590672
3064,2589904
3165,2591804
3266,2592128
3366,2594200
3466,2595460
3567,2600936
3667,2599228
3768,2600784
