Time  [ms],Memory Usage [KB]
0,2441364
102,2442128
204,2444724
303,2444380
404,2445428
504,2444948
604,2449220
705,2450000
805,2455124
906,2447772
1006,2448052
1107,2449000
1207,2455992
1307,2460564
1408,2460368
1508,2464640
1609,2464204
1709,2463472
1810,2469768
1910,2472080
2011,2472704
2111,2473764
2212,2474492
2312,2476128
2413,2481136
2514,2481596
2614,2483680
2715,2485104
2814,2488252
2915,2486768
3015,2505288
3117,2495812
3216,2499468
3316,2539272
3416,2548796
3517,2552720
3618,2588984
3718,2592360
3820,2608256
3922,2619180
4022,2615124
4122,2615832
4223,2615112
4324,2616352
4425,2615388
4524,2618716
4625,2622540
4725,2623740
4825,2624812
