Time  [ms],Memory Usage [KB]
0,2467740
102,2468788
202,2469476
302,2470340
403,2471264
504,2471412
604,2473248
705,2493172
805,2496784
906,2496408
1006,2493600
1106,2496736
1207,2492464
1307,2493852
1408,2501700
1508,2501608
1610,2503460
1711,2504100
1811,2492216
1911,2495072
2011,2496352
2112,2496396
2213,2499168
2313,2500732
2413,2502676
2513,2505396
2615,2537516
2714,2543132
2815,2546564
2915,2583824
3016,2589040
3117,2606664
3217,2596868
3318,2597932
3418,2597060
3518,2598112
3620,2598460
3719,2601528
3820,2604400
3921,2608012
4021,2609560
