Time  [ms],Memory Usage [KB]
0,2504940
102,2506128
202,2507148
302,2509320
403,2509296
503,2510396
604,2509896
704,2530056
804,2531660
905,2535660
1006,2541904
1108,2543900
1207,2540276
1307,2547308
1407,2541484
1508,2543548
1609,2546124
1709,2545928
1810,2550952
1910,2551020
2011,2552836
2111,2552328
2212,2553932
2312,2557016
2412,2558944
2513,2560720
2613,2576308
2713,2611808
2814,2616256
2914,2650700
3015,2652704
3115,2667868
3215,2669728
3316,2672204
3416,2672948
3516,2674416
3616,2658044
3717,2658860
3818,2659732
3918,2662056
4018,2663460
4119,2663528
4219,2667104
4322,2665672
4420,2667096
4521,2669464
