Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,4.201,4.201,screen dark,2.5320275055869996
0,4.201,4.201,wifi running,0.39210053812208884
0,4.201,4.201,phone_scanning,0.3290307300583161

