Time  [ms],Memory Usage [KB]
0,2537560
102,2539612
201,2539564
301,2539728
402,2541216
503,2544964
604,2546004
704,2541208
805,2560512
905,2562768
1006,2562836
1106,2566004
1206,2566544
1307,2573872
1408,2575208
1509,2577472
1611,2571408
1709,2571660
1810,2578772
1911,2578036
2012,2579996
2112,2580228
2212,2581828
2313,2581312
2413,2582132
2514,2584816
2613,2603864
2714,2604996
2814,2620760
2915,2623076
3015,2647876
3115,2655144
3218,2663320
3319,2664716
3418,2667928
3520,2668460
3621,2669372
3721,2669248
3822,2671352
3922,2672544
4023,2673820
4123,2676556
4223,2678480
4323,2678488
4424,2679676
4524,2680700
4624,2682224
4725,2684004
4826,2689668
4925,2690292
5026,2693496
5126,2696556
