Time  [ms],Memory Usage [KB]
0,2481760
100,2482936
201,2482092
301,2483564
451,2484496
552,2487620
652,2487652
753,2505832
853,2512852
954,2509608
1054,2513608
1154,2518236
1254,2522836
1356,2526336
1456,2531984
1556,2533068
1657,2536668
1757,2537692
1857,2539232
1957,2539212
2008,2539916
2108,2539056
2209,2539248
2309,2539876
2409,2540712
2510,2542316
2610,2562932
2710,2572988
2811,2584348
2911,2588884
3011,2580092
3112,2582056
3213,2582832
3312,2591144
3413,2597776
3514,2602340
3614,2603728
3714,2604148
