Time  [ms],Memory Usage [KB]
0,2443612
100,2443756
201,2444852
301,2446192
401,2446860
501,2447028
603,2448376
702,2466648
803,2468280
903,2453128
1003,2451024
1105,2460580
1205,2463644
1305,2469576
1405,2471116
1506,2479384
1606,2481992
1707,2480692
1807,2473136
1907,2473920
2008,2474540
2108,2475272
2209,2478676
2309,2475884
2411,2475052
2510,2475248
2611,2475684
2710,2474028
2811,2473868
2911,2474488
3012,2475104
3112,2475716
3213,2475716
3315,2476024
3414,2475460
3515,2475960
3616,2476584
3716,2476584
3816,2476584
3917,2476468
4018,2476508
4117,2476160
4219,2476160
4319,2476380
4419,2477608
4520,2477640
4620,2477640
4721,2478108
4821,2478244
4923,2478244
5022,2478352
5123,2478296
5223,2478308
5323,2480672
5424,2480556
5524,2480824
5626,2480744
5727,2480744
5826,2480072
5928,2480072
6027,2481604
6127,2481012
6228,2482880
6328,2482956
6429,2480224
6529,2483552
6630,2479356
6730,2479352
6831,2479916
6930,2480936
7031,2481148
7131,2464276
7231,2464000
7332,2466356
7432,2469304
7533,2494660
7633,2496448
7733,2500784
7834,2517508
7934,2524936
8034,2528024
8135,2529116
8235,2535416
8336,2538356
8437,2541756
8537,2542604
8638,2545164
8739,2544312
