Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,8.301,8.301,screen dark,4.9042312648560005
0,1.105,1.105,wifi running,0.10109550010920361
1.105,1.203,0.09800000000000009,wifi scan,0.054890558792361654
1.203,8.301,7.098,wifi running,0.6493899183485314
0,8.301,8.301,phone_scanning,0.6210823765645053

