Time  [ms],Memory Usage [KB]
0,2601928
102,2608816
203,2620056
304,2624108
404,2640912
507,2644032
607,2642696
707,2644804
808,2666664
910,2669828
1009,2675000
1109,2676124
1210,2677988
1310,2675912
1412,2678448
1512,2701776
1613,2706036
1713,2716252
1814,2721128
