Time  [ms],Memory Usage [KB]
0,2452744
50,2454608
152,2467420
255,2472108
355,2477084
455,2495204
555,2498692
656,2517956
756,2519608
856,2522352
957,2521092
1057,2522028
1158,2522768
1258,2525080
1361,2527028
1461,2528860
1561,2533132
1662,2539368
1762,2541316
1862,2542752
1964,2567364
