Time  [ms],Memory Usage [KB]
0,2464332
101,2459336
201,2462144
302,2461836
402,2462268
503,2463176
603,2465552
704,2482764
804,2486484
904,2485548
1004,2487520
1105,2496816
1205,2498880
1306,2503388
1406,2510128
1506,2511344
1608,2513480
1708,2517428
1810,2499012
1909,2497720
2010,2498572
2110,2501136
2210,2502376
2311,2503176
2411,2504372
2511,2506732
2612,2508356
2712,2506892
2812,2527688
2913,2533504
3015,2555992
3114,2556248
3215,2561780
3315,2563012
3416,2565852
3516,2569204
3616,2570436
3717,2574576
3819,2576284
3919,2577228
4020,2579448
4121,2593148
4221,2601868
4321,2614680
4422,2618404
4522,2620560
4624,2622376
4724,2624608
4824,2625952
4926,2627900
5026,2633016
5126,2639204
5227,2637208
5327,2643040
5427,2646404
5527,2648404
5628,2657584
5728,2661444
