Time  [ms],Memory Usage [KB]
101,2437232
199,2439328
300,2440360
400,2441440
500,2439700
601,2449904
701,2460684
802,2444424
902,2443840
1003,2445776
1103,2453944
1203,2457072
1303,2461492
1408,2464088
1504,2469536
1606,2476464
1707,2473960
1807,2474596
1907,2475772
2008,2477296
2108,2478832
2209,2481944
2309,2476192
2410,2478512
2510,2480468
2610,2483436
2711,2483980
2813,2503500
2912,2507624
3012,2517332
3113,2525100
3213,2534108
3313,2535424
3414,2538888
3514,2543220
3614,2550148
3715,2561252
3815,2570756
3915,2581092
4016,2599468
4118,2599968
4217,2604180
4317,2609380
4417,2611152
4518,2613292
4618,2613356
4719,2613448
4820,2616740
4921,2616736
5020,2626796
5121,2627624
5221,2625236
5322,2629756
5422,2630048
5523,2642048
5623,2641416
