Time  [ms],Memory Usage [KB]
0,2544512
100,2544096
201,2546672
301,2546048
404,2548224
502,2528520
602,2531544
753,2550920
854,2553944
955,2552468
1054,2556204
1155,2563676
1256,2569668
1357,2574992
1456,2573184
1507,2574412
1608,2582572
1708,2581644
1809,2581740
1908,2583268
2009,2583904
2109,2584604
2209,2586304
2311,2582532
2411,2581356
2511,2582756
2611,2585928
2711,2587728
2812,2591560
2912,2608380
3013,2614004
3113,2626640
3214,2630480
3314,2648424
3414,2652556
3514,2656460
3615,2659228
3715,2662332
3816,2665140
3919,2668920
4017,2669292
4116,2670216
4218,2669700
4317,2672180
4418,2671996
4518,2682396
4618,2693008
4719,2702048
4819,2709476
4919,2711792
5020,2713588
5121,2715976
5221,2717968
5322,2718384
5422,2720560
5523,2730780
5623,2731920
5723,2728028
5824,2728360
5924,2732868
6024,2737092
6125,2746616
6225,2748004
6326,2748968
