Time  [ms],Memory Usage [KB]
0,2519588
103,2520356
203,2521792
304,2522840
404,2523576
505,2528220
605,2512096
705,2508188
806,2521336
907,2523256
1007,2523440
1108,2526676
1208,2532788
1308,2533876
1409,2534260
1509,2538444
1610,2542920
1711,2544048
1812,2544404
1912,2543684
2012,2547068
2112,2549348
2213,2552504
2313,2554584
2414,2574864
2514,2593904
2615,2618476
2715,2633204
2816,2649560
2916,2652612
3016,2653496
3116,2647964
3216,2645856
3317,2646904
3417,2648376
3521,2651256
3619,2653572
3719,2655824
3822,2657792
3920,2661444
4038,2662692
