Time  [ms],Memory Usage [KB]
0,2581288
101,2561824
201,2564928
252,2564964
353,2566960
453,2570144
553,2570272
654,2566612
755,2586208
856,2588544
957,2587936
1057,2590928
1157,2600128
1258,2601320
1359,2603228
1460,2607056
1560,2602260
1661,2610420
1762,2610496
1862,2611936
1963,2610112
2064,2613536
2165,2618108
2266,2621156
2366,2624784
2466,2626388
2567,2655324
2667,2687872
2768,2698848
2868,2701636
2968,2709372
3069,2722524
3169,2729792
3269,2739940
3370,2741904
3470,2740576
3571,2751776
3671,2753524
3772,2759168
3874,2759560
3973,2760984
4074,2761544
4174,2764000
