Time  [ms],Memory Usage [KB]
0,2347036
98,2350460
198,2358224
298,2372276
398,2386968
499,2389980
599,2387796
699,2391044
800,2409456
900,2412064
1000,2411308
1102,2400012
1202,2400940
1303,2398428
1404,2399472
1505,2399284
1605,2397292
1706,2397228
1805,2397924
1906,2398800
2006,2398612
2107,2399456
2208,2399472
2308,2399452
2410,2399496
2509,2399440
2610,2407200
2710,2407200
2810,2408764
2911,2413992
3012,2414708
3114,2413792
3216,2413992
3314,2414820
3417,2414248
3517,2416376
3617,2416180
3718,2423064
3818,2419020
3919,2419456
4019,2419352
4120,2419616
4221,2420596
4320,2424792
4421,2432424
4521,2432612
4622,2433280
4723,2435640
4824,2436844
4923,2428412
5024,2428632
5125,2430100
5224,2430020
5327,2430344
5426,2431172
5527,2431388
5627,2432120
5727,2432820
5827,2433504
5931,2433304
6031,2432116
6131,2436492
6232,2438060
6335,2449664
6435,2446596
6536,2440912
6636,2441704
6736,2442324
6836,2445404
6937,2446128
7037,2431232
7137,2427668
7238,2427760
7338,2423812
7439,2424628
7539,2425252
7645,2425492
7740,2432916
7842,2432932
7942,2433276
8042,2433036
8143,2432840
8243,2434164
8343,2433984
8443,2434100
8544,2434976
8644,2435224
8745,2434000
8845,2434540
8946,2434900
9049,2434900
9146,2436536
9247,2436176
9348,2437108
9448,2450488
9548,2455780
9648,2458292
9749,2460376
9849,2462236
9949,2463652
10049,2470376
10151,2472592
10250,2474488
10351,2472584
10451,2472184
10551,2473772
10652,2480700
10752,2481160
10853,2482580
10953,2482224
11053,2483484
11154,2486780
11254,2487516
11354,2503128
11455,2498920
11555,2499900
11657,2501140
11757,2501524
11858,2509872
11959,2510536
12059,2516008
12160,2517064
12260,2519196
12361,2523164
12461,2527148
12561,2525008
12662,2524932
12762,2525512
12864,2519148
12964,2511520
13064,2504564
13164,2498184
13265,2505488
13365,2508276
