Time  [ms],Memory Usage [KB]
0,2323052
101,2332392
201,2340396
303,2346084
403,2363096
457,2370784
554,2376316
655,2375516
755,2379252
855,2398684
956,2398368
1057,2397628
1157,2396872
1257,2395188
1358,2396128
1459,2397152
1559,2394672
1661,2394484
1762,2393056
1862,2392604
1963,2389664
2063,2390000
2165,2389396
2265,2389644
2366,2390100
2467,2390100
2566,2392612
2666,2399340
2767,2391136
2867,2385652
2968,2386120
3069,2386972
3170,2386516
3269,2387592
3370,2387592
3470,2387652
3570,2390300
3670,2398724
3771,2406988
3871,2409692
3972,2412168
4075,2415500
4173,2425124
4273,2426120
4373,2427972
4474,2440700
4575,2459364
4750,2457432
4802,2451788
4903,2445100
5003,2444356
5103,2444040
5207,2435668
5306,2440048
5407,2438504
5508,2440056
5608,2441324
5709,2442592
5808,2442864
5909,2439988
6011,2440720
6110,2442024
6210,2445892
6310,2448344
6411,2456960
6511,2459696
6612,2459396
6712,2467948
6813,2477020
6913,2476536
7013,2476832
7114,2478840
7214,2477260
7314,2472120
7415,2472916
7515,2476084
7615,2476200
7716,2478972
7816,2480984
7916,2486152
8017,2483700
8117,2484220
8219,2484464
8318,2486356
8419,2477904
8519,2479496
