Time  [ms],Memory Usage [KB]
0,2306264
101,2313752
201,2319568
303,2322448
402,2342956
502,2344508
603,2346796
704,2350276
805,2371056
907,2372264
1007,2375932
1108,2378100
1209,2370064
1309,2363132
1409,2366612
1509,2366900
1610,2368264
1710,2368156
1810,2368416
1911,2368436
2011,2367644
2112,2368240
2213,2368240
2313,2368300
2414,2368164
2514,2366760
2614,2374328
2719,2375112
2815,2376928
2915,2380872
3016,2383288
3117,2382824
3217,2387992
3317,2385300
3417,2384940
3518,2385304
3618,2385548
3718,2387060
3824,2386936
3920,2390356
4021,2397684
4120,2405492
4221,2408476
4321,2409596
4421,2412980
4522,2422004
4623,2424520
4723,2427940
4823,2445684
4923,2439352
5024,2442980
5125,2444716
5226,2446380
5325,2442824
5426,2444228
5526,2434584
5626,2435804
5726,2443588
5827,2441092
5927,2439548
6028,2440072
6131,2435268
6229,2436920
6330,2439104
6430,2440660
6530,2443944
6631,2452576
6733,2455276
6831,2457884
6931,2463240
7032,2473736
7132,2473684
7232,2460816
7333,2458212
7433,2460368
7533,2467116
7634,2463292
7734,2469384
7834,2468816
7935,2469124
8036,2471360
8136,2476628
8236,2477920
8337,2480248
8438,2480744
8538,2481604
8638,2458420
8739,2461456
8839,2462560
8940,2464656
9040,2464096
