Time  [ms],Memory Usage [KB]
0,2559044
50,2558920
150,2561292
251,2561472
351,2562520
451,2561616
552,2565968
653,2588748
754,2579588
854,2576900
955,2578180
1055,2580132
1156,2581568
1256,2584876
1356,2589448
1457,2591392
1557,2593020
1658,2596136
1758,2606004
1859,2603120
1960,2604548
2061,2606276
2162,2608000
2263,2609348
2363,2610748
2464,2611052
2565,2612260
2666,2615096
2764,2643152
2865,2647532
2966,2667092
3066,2667928
3166,2669476
3267,2669760
3367,2670436
3467,2670608
3568,2671112
3668,2675008
3769,2678388
3869,2679104
3969,2681776
4070,2681772
4170,2684560
4270,2686172
4371,2690176
4471,2688028
