Time  [ms],Memory Usage [KB]
0,2462808
101,2458100
201,2460928
302,2460296
402,2461436
503,2460156
603,2463876
703,2481144
804,2482536
904,2483448
1004,2485188
1105,2491776
1206,2489956
1306,2476148
1407,2483148
1512,2486796
1612,2486780
1712,2487824
1813,2489124
1915,2490160
2016,2493468
2116,2494020
2216,2494112
2317,2494052
2417,2492676
2517,2512036
2620,2518104
2718,2518968
2818,2536780
2919,2536932
3019,2535304
3120,2539016
3220,2539960
3320,2541716
3421,2543356
3521,2543760
3622,2544164
3722,2546224
3822,2550220
3922,2553200
4023,2550904
4123,2551720
4224,2551356
4324,2554476
4424,2555776
4525,2558296
4625,2560104
