Time  [ms],Memory Usage [KB]
0,2464808
101,2460904
201,2463228
301,2461516
401,2462364
501,2463128
602,2467292
702,2481976
803,2483912
903,2484756
1003,2486552
1104,2494380
1204,2497824
1304,2501908
1405,2497988
1506,2507272
1606,2507576
1706,2504544
1807,2504872
1907,2508524
2008,2507740
2108,2505756
2208,2505468
2309,2506600
2409,2507564
2509,2530896
2611,2536604
2710,2553644
2811,2553684
2911,2553540
3011,2554384
3112,2555440
3212,2559016
3313,2560676
3413,2559488
3514,2559020
3614,2559928
3714,2563976
3815,2563388
3915,2567832
4016,2569640
4117,2569124
4217,2569168
4317,2569436
4418,2571384
4518,2574908
4620,2574828
4719,2576124
