Time  [ms],Memory Usage [KB]
0,2548724
99,2545384
200,2546312
250,2546804
351,2547548
451,2539752
551,2543196
652,2559880
752,2561448
852,2561416
953,2563952
1053,2574596
1155,2576152
1254,2561160
1355,2566884
1458,2579784
1559,2575236
1659,2572860
1762,2574180
1861,2572656
1961,2575100
2062,2576928
2162,2577116
2262,2577324
2364,2579524
2467,2582448
2565,2609220
2666,2627852
2766,2628928
2866,2625864
2967,2625500
3068,2625776
3168,2627540
3269,2628624
3370,2629868
3469,2631268
3570,2636008
3671,2637752
3771,2637900
3873,2639468
3974,2641196
4073,2645608
4174,2645868
4274,2647972
