Time  [ms],Memory Usage [KB]
0,2585816
100,2585064
201,2586472
301,2587128
404,2587732
502,2588320
602,2581628
703,2584352
804,2603732
904,2604920
1004,2604556
1104,2611060
1205,2614912
1305,2619692
1405,2602396
1506,2605112
1606,2605968
1707,2609048
1808,2607588
1908,2612360
2009,2610104
2109,2611416
2209,2615312
2311,2617088
2411,2623188
2511,2636832
2611,2637288
2711,2654080
2812,2661524
2912,2662324
3013,2663320
3116,2663884
3217,2667364
3317,2669512
3418,2672352
3518,2674384
3619,2677300
3719,2679536
