Time  [ms],Memory Usage [KB]
0,2430032
101,2430308
201,2432600
301,2433216
403,2433556
502,2432592
603,2445644
703,2445884
804,2446968
904,2447744
1004,2451512
1104,2454108
1205,2460452
1306,2465480
1406,2464780
1507,2468896
1607,2469692
1708,2477772
1808,2474332
1908,2476336
2009,2474664
2109,2476972
2210,2475432
2310,2494940
2410,2496488
2511,2512268
2611,2522428
2711,2525696
2813,2527284
2912,2528156
3012,2528968
3113,2531992
3213,2532252
3313,2534968
3414,2538780
3514,2543728
3614,2545484
