Time  [ms],Memory Usage [KB]
0,2507804
102,2509128
202,2511332
302,2511184
407,2512356
507,2510948
607,2512744
708,2534512
808,2519804
909,2525316
1009,2515796
1110,2508440
1210,2511732
1310,2520300
1411,2520312
1513,2524996
1614,2520652
1715,2522040
1815,2523052
1916,2524224
2016,2527172
2116,2528476
2217,2549144
2321,2550948
2418,2566952
2518,2569276
2619,2570284
2719,2571548
2821,2573744
2922,2575668
3022,2578420
3123,2580428
3223,2584100
3323,2586528
3424,2589852
