Time  [ms],Memory Usage [KB]
0,2509820
100,2511036
150,2511784
250,2511912
351,2513836
451,2513904
551,2515144
652,2534676
753,2535512
852,2537636
953,2537224
1053,2544464
1154,2545032
1254,2549572
1354,2553292
1455,2549748
1556,2556564
1655,2554052
1756,2556916
1856,2558436
1956,2562264
2057,2563508
2157,2583536
2258,2586420
2358,2602008
2458,2600684
2559,2599184
2659,2600732
2759,2604388
2860,2606880
2960,2608676
3061,2612348
3161,2616232
3261,2617364
3362,2620172
3462,2633480
