Time  [ms],Memory Usage [KB]
0,2467152
51,2466940
151,2468484
252,2468432
352,2468240
452,2462304
553,2463592
654,2481056
754,2483076
854,2485244
954,2486392
1054,2493176
1154,2496216
1255,2502236
1355,2503496
1456,2506760
1556,2508448
1656,2508348
1757,2508836
1907,2514068
1957,2515352
2058,2512232
2158,2529976
2258,2532620
2358,2531232
2459,2548232
2559,2549232
2659,2548792
2760,2551888
2861,2552436
2960,2554280
3060,2558612
3162,2561480
3262,2564360
3363,2566828
3463,2571144
