Time  [ms],Memory Usage [KB]
0,2446208
101,2447556
202,2429368
302,2431200
402,2429600
503,2430524
604,2430216
704,2451600
804,2451856
905,2453608
1006,2454748
1106,2466244
1207,2470632
1309,2467484
1410,2469756
1510,2475216
1611,2480980
1711,2481076
1811,2482004
1913,2483588
2012,2488156
2113,2482100
2213,2500716
2314,2503244
2414,2519424
2515,2529972
2616,2531660
2716,2532352
2816,2536872
2917,2536204
3019,2538012
3117,2538528
3218,2541008
3318,2544300
3419,2547120
3519,2548620
3619,2552328
3720,2556608
