Time  [ms],Memory Usage [KB]
0,2485640
101,2485472
201,2484164
301,2483476
403,2485580
503,2488444
604,2491332
704,2504228
804,2505676
906,2501788
1011,2501384
1112,2503208
1212,2509544
1312,2510412
1413,2514356
1514,2519008
1614,2523108
1715,2523912
1815,2524384
1916,2525540
2016,2526868
2118,2528112
2218,2528968
2317,2529640
2418,2532876
2518,2534304
2618,2538580
2718,2540120
2819,2543416
2919,2545916
3020,2571164
3120,2573104
3220,2577292
3321,2594060
3421,2595608
3521,2597528
3622,2599912
3722,2601832
3822,2601928
3924,2604300
