Time  [ms],Memory Usage [KB]
0,2564312
51,2564648
150,2566916
251,2567396
352,2567928
452,2566080
552,2568272
652,2589652
755,2589516
855,2589968
955,2592124
1056,2602012
1156,2604000
1256,2607980
1357,2612496
1457,2615440
1563,2622456
1659,2626600
1759,2626512
1860,2627812
1960,2628580
2060,2646004
2161,2644356
