Time  [ms],Memory Usage [KB]
0,2485572
100,2485152
200,2485688
300,2486580
403,2487928
501,2488248
602,2482904
702,2502964
803,2502688
902,2505512
1003,2506120
1103,2516060
1203,2517236
1304,2524264
1404,2528032
1505,2529488
1605,2533912
1705,2536552
1856,2522072
1956,2524144
2057,2521512
2158,2521148
2258,2522456
2308,2519652
2409,2521336
2509,2544920
2610,2543060
2710,2545332
2811,2560472
2911,2561768
3011,2562024
3112,2565508
3212,2566200
3313,2566672
3413,2568996
3515,2569832
3614,2570772
3714,2572948
3815,2576908
3915,2578316
4015,2579364
4116,2578428
4216,2578980
4317,2578872
4419,2589792
4518,2594656
4618,2594256
4719,2598096
4819,2600136
4919,2600684
5020,2601400
